"Indicator","PUBLISH STATES","Year","WHO region","Country","Age Group","Sex","Display Value","Numeric","Low","High","Comments"
"Insufficiently active (crude estimate)","Published","2010","Europe","Norway","18+  years","Male","25 [7.9-62.5]","25.03867","7.86208","62.54019",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Norway","18+  years","Both sexes","25.8 [7-61]","25.84256","7.03050","60.96316",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Norway","18+  years","Both sexes","28.8 [8.1-63.7]","28.79168","8.06819","63.65732",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Norway","18+  years","Female","28.8 [8-64.5]","28.82594","8.01772","64.45284",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Norway","18+  years","Female","32.5 [9.4-67.4]","32.48303","9.40252","67.38531",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Nepal","18+  years","Female","2.8 [2.4-3.2]","2.75547","2.35677","3.23281",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Nepal","18+  years","Both sexes","3.3 [2.9-3.8]","3.31265","2.87429","3.81717",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Nepal","18+  years","Female","3.7 [3.3-4.2]","3.71995","3.32125","4.19729",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Nepal","18+  years","Male","3.9 [2.7-5.7]","3.93824","2.69278","5.66706",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Nepal","18+  years","Both sexes","4.1 [3.7-4.6]","4.13472","3.69637","4.63925",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Nepal","18+  years","Male","4.5 [3.3-6.3]","4.54950","3.30404","6.27832",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Nauru","18+  years","Male","36.4 [33-39.9]","36.39480","33.01898","39.94023",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Nauru","18+  years","Male","40.5 [37.2-44.1]","40.54955","37.17372","44.09497",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Nauru","18+  years","Both sexes","40.7 [38.2-43.2]","40.68132","38.21613","43.19859",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Nauru","18+  years","Both sexes","44.2 [41.8-46.7]","44.21554","41.75035","46.73281",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Nauru","18+  years","Female","45 [41.5-48.5]","44.96784","41.45403","48.53187",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Nauru","18+  years","Female","47.9 [44.4-51.4]","47.88153","44.36773","51.44557",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","New Zealand","18+  years","Male","35.8 [32.9-38.8]","35.79420","32.90820","38.75560",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","New Zealand","18+  years","Male","36.8 [33.9-39.8]","36.81842","33.93242","39.77983",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","New Zealand","18+  years","Both sexes","39.8 [37.5-42]","39.76055","37.54683","42.00420",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","New Zealand","18+  years","Both sexes","40.7 [38.5-43]","40.74609","38.53237","42.98974",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","New Zealand","18+  years","Female","43.7 [40.3-47.2]","43.72691","40.31761","47.17721",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","New Zealand","18+  years","Female","44.4 [41-47.9]","44.42791","41.01861","47.87821",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Oman","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Oman","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Oman","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Oman","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Oman","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Oman","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Pakistan","18+  years","Male","18.5 [5.3-54]","18.54584","5.27945","54.04063",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Pakistan","18+  years","Male","20.2 [5.9-56.3]","20.19417","5.85432","56.25609",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Pakistan","18+  years","Both sexes","24 [6.5-60]","23.99304","6.54570","60.00875",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Pakistan","18+  years","Both sexes","26 [7.2-62]","25.95871","7.21636","61.96582",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Pakistan","18+  years","Female","29.7 [8.4-66.4]","29.66408","8.39786","66.37016",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Pakistan","18+  years","Female","31.7 [9.2-68]","31.72325","9.19168","68.04312",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Panama","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Panama","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Panama","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Panama","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Panama","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Panama","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Peru","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Peru","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Peru","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Peru","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Peru","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Peru","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Philippines","18+  years","Male","11.5 [2.9-38.9]","11.53047","2.87355","38.94042",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Philippines","18+  years","Male","13.1 [3.4-41.3]","13.08756","3.35217","41.33377",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Philippines","18+  years","Both sexes","14.4 [3.3-42.2]","14.42785","3.25236","42.22345",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Philippines","18+  years","Both sexes","15.8 [3.6-44.2]","15.83058","3.64695","44.19502",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Philippines","18+  years","Female","17.3 [4-47.1]","17.25557","3.95283","47.13891",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Philippines","18+  years","Female","18.6 [4.3-48.7]","18.57361","4.31721","48.66498",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Palau","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Palau","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Palau","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Palau","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Palau","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Palau","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Papua New Guinea","18+  years","Male","11.8 [9.3-15]","11.83594","9.28719","15.00793",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Papua New Guinea","18+  years","Both sexes","12 [10.4-13.8]","11.97837","10.36907","13.76062",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Papua New Guinea","18+  years","Both sexes","14.7 [13-16.4]","14.65673","13.04743","16.43897",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Papua New Guinea","18+  years","Female","14.8 [12.8-17.2]","14.84445","12.75224","17.16978",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Papua New Guinea","18+  years","Female","17.5 [15.4-19.8]","17.47752","15.38531","19.80285",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Papua New Guinea","18+  years","Male","9.2 [6.6-12.3]","9.15610","6.60735","12.32808",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Poland","18+  years","Male","13.6 [3.4-42.5]","13.62554","3.41072","42.49738",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Poland","18+  years","Male","14.4 [3.6-44.1]","14.43893","3.63371","44.11818",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Poland","18+  years","Both sexes","18.7 [4.7-50.4]","18.73715","4.67544","50.42206",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Poland","18+  years","Both sexes","20.5 [5.1-52.7]","20.51074","5.09894","52.71532",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Poland","18+  years","Female","23.8 [6-57]","23.84876","6.01853","56.97373",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Poland","18+  years","Female","26 [6.7-59.7]","26.02819","6.68021","59.71158",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Democratic People's Republic of Korea","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Democratic People's Republic of Korea","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Democratic People's Republic of Korea","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Democratic People's Republic of Korea","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Democratic People's Republic of Korea","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Democratic People's Republic of Korea","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Portugal","18+  years","Male","31.4 [10.7-70.8]","31.38129","10.65886","70.83373",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Portugal","18+  years","Male","33.5 [11.6-72.7]","33.53195","11.59186","72.70302",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Portugal","18+  years","Both sexes","34.9 [10.8-72]","34.93086","10.78011","72.04204",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Portugal","18+  years","Both sexes","37.3 [11.7-73.9]","37.33078","11.72097","73.86919",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Portugal","18+  years","Female","38.5 [12.1-75.1]","38.48043","12.06289","75.05932",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Portugal","18+  years","Female","40.8 [13-76.6]","40.80420","13.02472","76.63917",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Paraguay","18+  years","Male","20.8 [6.1-57.9]","20.81226","6.11641","57.89952",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Paraguay","18+  years","Male","22.1 [6.6-59.4]","22.14647","6.60268","59.39610",""
